candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,images_source,ID
"[""musician"", ""horseshoe"", ""machinery"", ""senator"", ""smoke"", ""pod""]",Smoking,"[""musician"", ""smoke""]",67,2,404,6,1,0,random,2042
"[""filter"", ""farm"", ""edge"", ""reptile"", ""crystal""]",twist,"[""filter"", ""edge""]",0,2,408,5,1,0,random,2043
"[""filter"", ""farm"", ""edge"", ""reptile"", ""crystal""]",rainbow,"[""reptile"", ""crystal""]",0,2,409,5,1,0,random,2044
"[""filter"", ""farm"", ""edge"", ""reptile"", ""crystal""]",pests,"[""farm"", ""reptile""]",67,2,412,5,1,0,random,2045
"[""cuff"", ""origami"", ""wiper"", ""quill"", ""litter""]",avian,"[""origami"", ""quill""]",0,2,414,5,1,0,random,2046
"[""cuff"", ""origami"", ""wiper"", ""quill"", ""litter""]",curved,"[""cuff"", ""wiper""]",67,2,415,5,1,0,random,2047
"[""cuff"", ""origami"", ""wiper"", ""quill"", ""litter""]",Fold,"[""cuff"", ""origami""]",0,2,416,5,1,0,random,2048
"[""cuff"", ""origami"", ""wiper"", ""quill"", ""litter""]",Flight,"[""origami"", ""quill""]",0,2,417,5,1,0,random,2049
"[""tea party"", ""peel"", ""massage"", ""hug"", ""horn"", ""candle""]",skin,"[""peel"", ""massage""]",67,2,420,6,1,0,random,2050
"[""tea party"", ""peel"", ""massage"", ""hug"", ""horn"", ""candle""]",pleasure,"[""massage"", ""hug""]",0,2,422,6,1,0,random,2051
"[""tea party"", ""peel"", ""massage"", ""hug"", ""horn"", ""candle""]",gold,"[""horn"", ""candle""]",67,2,423,6,1,0,random,2052
"[""tea party"", ""peel"", ""massage"", ""hug"", ""horn"", ""candle""]",relax,"[""massage"", ""candle""]",67,2,424,6,1,0,random,2053
"[""tea party"", ""peel"", ""massage"", ""hug"", ""horn"", ""candle""]",layers,"[""tea party"", ""peel""]",67,2,425,6,1,0,random,2054
"[""lane"", ""tap"", ""kneel"", ""telescope"", ""freezer"", ""jewelry""]",stars,"[""kneel"", ""telescope""]",67,2,427,6,1,0,random,2055
"[""lane"", ""tap"", ""kneel"", ""telescope"", ""freezer"", ""jewelry""]",ring,"[""kneel"", ""jewelry""]",67,2,430,6,1,0,random,2056
"[""lane"", ""tap"", ""kneel"", ""telescope"", ""freezer"", ""jewelry""]",cold,"[""tap"", ""freezer""]",67,2,431,6,0.83,0.24,random,2057
"[""home"", ""sunny"", ""cheerleader"", ""octopus"", ""strap""]",cleavage,"[""sunny"", ""cheerleader""]",0,2,432,5,1,0,random,2058
"[""home"", ""sunny"", ""cheerleader"", ""octopus"", ""strap""]",show,"[""sunny"", ""cheerleader""]",67,2,433,5,1,0,random,2059
"[""home"", ""sunny"", ""cheerleader"", ""octopus"", ""strap""]",looking,"[""sunny"", ""cheerleader""]",67,2,434,5,1,0,random,2060
"[""home"", ""sunny"", ""cheerleader"", ""octopus"", ""strap""]",suck,"[""cheerleader"", ""octopus""]",67,2,435,5,1,0,random,2061
"[""home"", ""sunny"", ""cheerleader"", ""octopus"", ""strap""]",girlfriend,"[""sunny"", ""cheerleader""]",67,2,436,5,1,0,random,2062
"[""ornament"", ""woodpecker"", ""document"", ""fender"", ""acrobat"", ""piano""]",musical,"[""fender"", ""piano""]",67,2,439,6,1,0,random,2063
"[""ornament"", ""woodpecker"", ""document"", ""fender"", ""acrobat"", ""piano""]",amadeus,"[""fender"", ""piano""]",0,2,443,6,1,0,random,2064
"[""cleavage"", ""tongue"", ""icy"", ""lamp"", ""diarrhea""]",lecherous,"[""cleavage"", ""tongue""]",0,2,444,5,1,0,random,2065
"[""cleavage"", ""tongue"", ""icy"", ""lamp"", ""diarrhea""]",menstruate,"[""cleavage"", ""icy""]",67,2,445,5,1,0,random,2066
"[""cleavage"", ""tongue"", ""icy"", ""lamp"", ""diarrhea""]",hot,"[""cleavage"", ""icy""]",67,2,448,5,1,0,random,2067
"[""net"", ""monk"", ""peroxide"", ""mane"", ""tab"", ""kin""]",goal,"[""net"", ""mane""]",67,2,450,6,1,0,random,2068
"[""net"", ""monk"", ""peroxide"", ""mane"", ""tab"", ""kin""]",green,"[""monk"", ""mane""]",67,2,452,6,1,0,random,2069
"[""net"", ""monk"", ""peroxide"", ""mane"", ""tab"", ""kin""]",uniform,"[""monk"", ""mane""]",67,2,455,6,1,0,random,2070
"[""teaspoon"", ""bachelor"", ""nook"", ""leather"", ""tusk"", ""gauze""]",express,"[""bachelor"", ""nook"", ""tusk""]",80,3,458,6,1,0,random,2071
"[""intestines"", ""grid"", ""brew"", ""stab"", ""cord""]",long,"[""intestines"", ""cord""]",100,2,463,5,1,0,random,2072
"[""intestines"", ""grid"", ""brew"", ""stab"", ""cord""]",culprit,"[""brew"", ""stab""]",0,2,464,5,1,0,random,2073
"[""intestines"", ""grid"", ""brew"", ""stab"", ""cord""]",metal,"[""grid"", ""stab""]",67,2,467,5,1,0,random,2074
"[""marijuana"", ""tick"", ""origami"", ""denim"", ""cardboard""]",craft,"[""origami"", ""cardboard""]",67,2,468,5,1,0,random,2075
"[""marijuana"", ""tick"", ""origami"", ""denim"", ""cardboard""]",jurisdiction,"[""marijuana"", ""cardboard""]",67,2,470,5,1,0,random,2076
"[""marijuana"", ""tick"", ""origami"", ""denim"", ""cardboard""]",feeds,"[""tick"", ""origami""]",67,2,471,5,1,0,random,2077
"[""marijuana"", ""tick"", ""origami"", ""denim"", ""cardboard""]",paper,"[""origami"", ""cardboard""]",67,2,473,5,1,0,random,2078
"[""border"", ""switch"", ""pole"", ""icy"", ""banana""]",blue,"[""switch"", ""icy""]",67,2,474,5,1,0,random,2079
"[""border"", ""switch"", ""pole"", ""icy"", ""banana""]",tarantula,"[""border"", ""banana""]",67,2,476,5,1,0,random,2080
"[""border"", ""switch"", ""pole"", ""icy"", ""banana""]",cold,"[""pole"", ""icy""]",67,2,477,5,0.83,0.24,random,2081
"[""border"", ""switch"", ""pole"", ""icy"", ""banana""]",elbow,"[""border"", ""banana""]",67,2,478,5,0.83,0.24,random,2082
"[""border"", ""switch"", ""pole"", ""icy"", ""banana""]",slip,"[""switch"", ""icy"", ""banana""]",80,3,479,5,1,0,random,2083
"[""scalpel"", ""bullseye"", ""slide"", ""hobo"", ""controller""]",robinhood,"[""bullseye"", ""hobo""]",67,2,480,5,1,0,random,2084
"[""scalpel"", ""bullseye"", ""slide"", ""hobo"", ""controller""]",afterschool,"[""slide"", ""controller""]",67,2,481,5,1,0,random,2085
"[""scalpel"", ""bullseye"", ""slide"", ""hobo"", ""controller""]",aim,"[""bullseye"", ""controller""]",67,2,482,5,1,0,random,2086
"[""scalpel"", ""bullseye"", ""slide"", ""hobo"", ""controller""]",precise,"[""scalpel"", ""bullseye""]",67,2,483,5,1,0,random,2087
"[""scalpel"", ""bullseye"", ""slide"", ""hobo"", ""controller""]",blue,"[""bullseye"", ""slide""]",67,2,484,5,0.83,0.24,random,2088
"[""diving"", ""shoelace"", ""shelter"", ""mat"", ""japan""]",wipe,"[""shoelace"", ""mat""]",0,2,486,5,1,0,random,2089
"[""diving"", ""shoelace"", ""shelter"", ""mat"", ""japan""]",adventure,"[""diving"", ""japan""]",0,2,487,5,1,0,random,2090
"[""diving"", ""shoelace"", ""shelter"", ""mat"", ""japan""]",holiday,"[""diving"", ""japan""]",67,2,490,5,1,0,random,2091
"[""diving"", ""shoelace"", ""shelter"", ""mat"", ""japan""]",tourist,"[""diving"", ""japan""]",67,2,491,5,1,0,random,2092
"[""hen"", ""frown"", ""jellyfish"", ""waffle"", ""mayonnaise"", ""gin""]",feet,"[""hen"", ""frown""]",0,2,494,6,0.83,0.24,random,2093
"[""hen"", ""frown"", ""jellyfish"", ""waffle"", ""mayonnaise"", ""gin""]",alive,"[""hen"", ""frown"", ""jellyfish""]",0,3,497,6,1,0,random,2094
"[""electrician"", ""hot tub"", ""rope"", ""drawer"", ""pee""]",touch,"[""electrician"", ""pee""]",67,2,499,5,1,0,random,2095
"[""electrician"", ""hot tub"", ""rope"", ""drawer"", ""pee""]",contain,"[""hot tub"", ""drawer""]",100,2,501,5,1,0,random,2096
"[""electrician"", ""hot tub"", ""rope"", ""drawer"", ""pee""]",overflow,"[""hot tub"", ""pee""]",67,2,502,5,1,0,random,2097
"[""electrician"", ""hot tub"", ""rope"", ""drawer"", ""pee""]",water,"[""hot tub"", ""pee""]",67,2,503,5,1,0,random,2098
"[""ipad"", ""orange"", ""plumbing"", ""elbow"", ""shove"", ""comma""]",type,"[""ipad"", ""comma""]",100,2,506,6,1,0,random,2099
"[""ipad"", ""orange"", ""plumbing"", ""elbow"", ""shove"", ""comma""]",direction,"[""plumbing"", ""comma""]",100,2,508,6,1,0,random,2100
"[""laundry"", ""snack"", ""recorder"", ""moth"", ""peanut butter"", ""eating""]",processed,"[""snack"", ""peanut butter""]",0,2,510,6,1,0,random,2101
"[""laundry"", ""snack"", ""recorder"", ""moth"", ""peanut butter"", ""eating""]",inappropriate,"[""recorder"", ""eating""]",67,2,512,6,1,0,random,2102
"[""laundry"", ""snack"", ""recorder"", ""moth"", ""peanut butter"", ""eating""]",kitchen,"[""snack"", ""peanut butter"", ""eating""]",50,3,514,6,1,0,random,2103
"[""laundry"", ""snack"", ""recorder"", ""moth"", ""peanut butter"", ""eating""]",brown,"[""laundry"", ""moth"", ""peanut butter""]",50,3,515,6,1,0,random,2104
"[""lobby"", ""satellite"", ""leg"", ""me"", ""orange juice"", ""intestines""]",lamp,"[""lobby"", ""leg""]",67,2,517,6,0.83,0.24,random,2105
"[""lobby"", ""satellite"", ""leg"", ""me"", ""orange juice"", ""intestines""]",serve,"[""lobby"", ""orange juice""]",100,2,519,6,1,0,random,2106
"[""lobby"", ""satellite"", ""leg"", ""me"", ""orange juice"", ""intestines""]",space,"[""lobby"", ""satellite""]",67,2,520,6,1,0,random,2107
"[""lobby"", ""satellite"", ""leg"", ""me"", ""orange juice"", ""intestines""]",digest,"[""orange juice"", ""intestines""]",100,2,521,6,1,0,random,2108
"[""skirt"", ""gin"", ""rock"", ""night"", ""sidewalk""]",repetition,"[""skirt"", ""sidewalk""]",0,2,522,5,1,0,random,2109
"[""skirt"", ""gin"", ""rock"", ""night"", ""sidewalk""]",pitch,"[""skirt"", ""night""]",100,2,523,5,1,0,random,2110
"[""skirt"", ""gin"", ""rock"", ""night"", ""sidewalk""]",mend,"[""skirt"", ""night""]",67,2,526,5,1,0,random,2111
"[""skirt"", ""gin"", ""rock"", ""night"", ""sidewalk""]",mix,"[""skirt"", ""gin"", ""sidewalk""]",50,3,527,5,1,0,random,2112
"[""kneel"", ""booger"", ""yogurt"", ""match"", ""jellyfish"", ""ham""]",smoke,"[""match"", ""ham""]",67,2,529,6,1,0,random,2113
"[""kneel"", ""booger"", ""yogurt"", ""match"", ""jellyfish"", ""ham""]",bacteria,"[""booger"", ""yogurt""]",67,2,530,6,0.83,0.24,random,2114
"[""kneel"", ""booger"", ""yogurt"", ""match"", ""jellyfish"", ""ham""]",supermarket,"[""yogurt"", ""ham""]",67,2,533,6,0.83,0.24,random,2115
"[""burlap"", ""ferret"", ""camera"", ""spreadsheet"", ""blinking""]",focus,"[""ferret"", ""camera""]",67,2,534,5,1,0,random,2116
"[""burlap"", ""ferret"", ""camera"", ""spreadsheet"", ""blinking""]",alive,"[""ferret"", ""blinking""]",67,2,535,5,1,0,random,2117
"[""burlap"", ""ferret"", ""camera"", ""spreadsheet"", ""blinking""]",blink,"[""camera"", ""blinking""]",100,2,538,5,1,0,random,2118
"[""burlap"", ""ferret"", ""camera"", ""spreadsheet"", ""blinking""]",selfie,"[""camera"", ""blinking""]",100,2,539,5,1,0,random,2119
"[""tile"", ""socket"", ""spiral"", ""alphabet"", ""vase""]",pattern,"[""tile"", ""alphabet""]",67,2,540,5,1,0,random,2120
"[""tile"", ""socket"", ""spiral"", ""alphabet"", ""vase""]",lines,"[""tile"", ""spiral""]",0,2,542,5,1,0,random,2121
"[""tile"", ""socket"", ""spiral"", ""alphabet"", ""vase""]",river,"[""tile"", ""spiral""]",67,2,545,5,1,0,random,2122
"[""pen"", ""petroleum"", ""standing"", ""grid"", ""cooler""]",pour,"[""petroleum"", ""cooler""]",100,2,547,5,1,0,random,2123
"[""pen"", ""petroleum"", ""standing"", ""grid"", ""cooler""]",dark,"[""pen"", ""petroleum""]",67,2,548,5,1,0,random,2124
"[""pen"", ""petroleum"", ""standing"", ""grid"", ""cooler""]",stain,"[""pen"", ""petroleum""]",100,2,549,5,1,0,random,2125
"[""pen"", ""petroleum"", ""standing"", ""grid"", ""cooler""]",calculus,"[""pen"", ""grid""]",67,2,551,5,1,0,random,2126
"[""cylinder"", ""fur"", ""climb"", ""couch"", ""chocolate""]",parts,"[""cylinder"", ""chocolate""]",67,2,554,5,1,0,random,2127
"[""cylinder"", ""fur"", ""climb"", ""couch"", ""chocolate""]",balance,"[""fur"", ""climb""]",100,2,555,5,1,0,random,2128
"[""cylinder"", ""fur"", ""climb"", ""couch"", ""chocolate""]",person,"[""fur"", ""climb""]",67,2,557,5,1,0,random,2129
"[""subway"", ""railway"", ""controller"", ""spa"", ""berry"", ""gear""]",ingredient,"[""subway"", ""berry""]",0,2,558,6,1,0,random,2130
"[""subway"", ""railway"", ""controller"", ""spa"", ""berry"", ""gear""]",steer,"[""railway"", ""controller""]",67,2,559,6,1,0,random,2131
"[""subway"", ""railway"", ""controller"", ""spa"", ""berry"", ""gear""]",avatar,"[""controller"", ""gear""]",67,2,560,6,1,0,random,2132
"[""subway"", ""railway"", ""controller"", ""spa"", ""berry"", ""gear""]",nourishing,"[""subway"", ""berry""]",0,2,561,6,1,0,random,2133
"[""yellow"", ""button"", ""tongue"", ""photo"", ""smack"", ""yak""]",cool,"[""tongue"", ""photo""]",67,2,566,6,1,0,random,2134
"[""yellow"", ""button"", ""tongue"", ""photo"", ""smack"", ""yak""]",hole,"[""button"", ""tongue""]",100,2,567,6,1,0,random,2135
"[""drool"", ""melon"", ""marker"", ""hippo"", ""calculator""]",mouth,"[""drool"", ""hippo""]",67,2,570,5,0.83,0.24,random,2136
"[""drool"", ""melon"", ""marker"", ""hippo"", ""calculator""]",learn,"[""drool"", ""calculator""]",67,2,571,5,1,0,random,2137
"[""drool"", ""melon"", ""marker"", ""hippo"", ""calculator""]",gross,"[""drool"", ""hippo""]",100,2,572,5,1,0,random,2138
"[""drool"", ""melon"", ""marker"", ""hippo"", ""calculator""]",breathe,"[""drool"", ""hippo""]",0,2,575,5,1,0,random,2139
"[""salsa"", ""keyboard"", ""lid"", ""chopsticks"", ""cover""]",idea,"[""keyboard"", ""cover""]",67,2,576,5,1,0,random,2140
"[""salsa"", ""keyboard"", ""lid"", ""chopsticks"", ""cover""]",point,"[""chopsticks"", ""cover""]",67,2,577,5,1,0,random,2141
"[""salsa"", ""keyboard"", ""lid"", ""chopsticks"", ""cover""]",critic,"[""keyboard"", ""cover""]",67,2,578,5,1,0,random,2142
"[""salsa"", ""keyboard"", ""lid"", ""chopsticks"", ""cover""]",touch,"[""keyboard"", ""chopsticks""]",0,2,579,5,1,0,random,2143
"[""salsa"", ""keyboard"", ""lid"", ""chopsticks"", ""cover""]",letters,"[""keyboard"", ""cover""]",67,2,581,5,1,0,random,2144
"[""eagle"", ""crochet"", ""wing"", ""whiskey"", ""aspirin""]",tattoos,"[""eagle"", ""wing""]",0,2,582,5,1,0,random,2145
"[""eagle"", ""crochet"", ""wing"", ""whiskey"", ""aspirin""]",soar,"[""eagle"", ""wing""]",0,2,584,5,1,0,random,2146
"[""wrap"", ""robot"", ""trunk"", ""photo"", ""thug""]",grass,"[""wrap"", ""photo""]",67,2,589,5,1,0,random,2147
"[""wrap"", ""robot"", ""trunk"", ""photo"", ""thug""]",introspective,"[""robot"", ""thug""]",67,2,590,5,1,0,random,2148
"[""wrap"", ""robot"", ""trunk"", ""photo"", ""thug""]",eye,"[""robot"", ""thug""]",67,2,592,5,1,0,random,2149
"[""wrap"", ""robot"", ""trunk"", ""photo"", ""thug""]",eat,"[""wrap"", ""thug""]",0,2,593,5,1,0,random,2150
"[""outfit"", ""dolphin"", ""conditioner"", ""broken"", ""button""]",stand,"[""outfit"", ""dolphin""]",67,2,597,5,1,0,random,2151
"[""outfit"", ""dolphin"", ""conditioner"", ""broken"", ""button""]",weave,"[""outfit"", ""conditioner""]",0,2,598,5,1,0,random,2152
"[""outfit"", ""dolphin"", ""conditioner"", ""broken"", ""button""]",bottle,"[""dolphin"", ""conditioner""]",67,2,599,5,1,0,random,2153
"[""march"", ""warrior"", ""noodle"", ""net"", ""nap"", ""gin""]",relax,"[""net"", ""nap"", ""gin""]",0,3,0,6,1,0,random,2154
"[""march"", ""warrior"", ""noodle"", ""net"", ""nap"", ""gin""]",power,"[""march"", ""warrior""]",100,2,1,6,1,0,random,2155
"[""march"", ""warrior"", ""noodle"", ""net"", ""nap"", ""gin""]",college,"[""noodle"", ""nap"", ""gin""]",80,3,2,6,1,0,random,2156
"[""march"", ""warrior"", ""noodle"", ""net"", ""nap"", ""gin""]",routine,"[""march"", ""nap""]",67,2,3,6,1,0,random,2157
"[""march"", ""warrior"", ""noodle"", ""net"", ""nap"", ""gin""]",out,"[""march"", ""nap""]",100,2,4,6,1,0,random,2158
"[""resident"", ""rabbit"", ""troll"", ""kitchen"", ""male""]",seated,"[""rabbit"", ""kitchen""]",67,2,6,5,1,0,random,2159
"[""resident"", ""rabbit"", ""troll"", ""kitchen"", ""male""]",poofy,"[""rabbit"", ""troll""]",0,2,8,5,1,0,random,2160
"[""resident"", ""rabbit"", ""troll"", ""kitchen"", ""male""]",picture,"[""kitchen"", ""male""]",67,2,10,5,1,0,random,2161
"[""circus"", ""mall"", ""curry"", ""ketchup"", ""radish"", ""leaf""]",produce,"[""curry"", ""ketchup"", ""radish""]",50,3,12,6,1,0,random,2162
"[""circus"", ""mall"", ""curry"", ""ketchup"", ""radish"", ""leaf""]",recreation,"[""circus"", ""mall""]",100,2,13,6,1,0,random,2163
"[""circus"", ""mall"", ""curry"", ""ketchup"", ""radish"", ""leaf""]",stacked,"[""circus"", ""mall""]",100,2,14,6,1,0,random,2164
"[""circus"", ""mall"", ""curry"", ""ketchup"", ""radish"", ""leaf""]",unprocessed,"[""radish"", ""leaf""]",0,2,15,6,1,0,random,2165
"[""circus"", ""mall"", ""curry"", ""ketchup"", ""radish"", ""leaf""]",fertilize,"[""curry"", ""radish"", ""leaf""]",50,3,16,6,1,0,random,2166
"[""circus"", ""mall"", ""curry"", ""ketchup"", ""radish"", ""leaf""]",faith,"[""circus"", ""leaf""]",67,2,17,6,0.83,0.24,random,2167
"[""bug"", ""bottle"", ""porcupine"", ""poo"", ""pentagon"", ""kit""]",repulsive,"[""bug"", ""poo""]",67,2,18,6,1,0,random,2168
"[""bug"", ""bottle"", ""porcupine"", ""poo"", ""pentagon"", ""kit""]",alive,"[""bug"", ""porcupine""]",0,2,19,6,1,0,random,2169
"[""bug"", ""bottle"", ""porcupine"", ""poo"", ""pentagon"", ""kit""]",dung,"[""bug"", ""poo""]",67,2,22,6,1,0,random,2170
"[""bug"", ""bottle"", ""porcupine"", ""poo"", ""pentagon"", ""kit""]",SEAL,"[""pentagon"", ""kit""]",100,2,23,6,1,0,random,2171
"[""shop"", ""bolt"", ""shake"", ""pub"", ""meter"", ""pentagon""]",turn,"[""bolt"", ""shake"", ""pub"", ""pentagon""]",40,4,25,6,1,0,random,2172
"[""shop"", ""bolt"", ""shake"", ""pub"", ""meter"", ""pentagon""]",size,"[""bolt"", ""meter""]",67,2,26,6,1,0,random,2173
"[""shop"", ""bolt"", ""shake"", ""pub"", ""meter"", ""pentagon""]",fountain,"[""shake"", ""pub""]",67,2,27,6,1,0,random,2174
"[""shop"", ""bolt"", ""shake"", ""pub"", ""meter"", ""pentagon""]",hangout,"[""shake"", ""pub""]",0,2,28,6,1,0,random,2175
"[""shop"", ""bolt"", ""shake"", ""pub"", ""meter"", ""pentagon""]",construction,"[""bolt"", ""meter"", ""pentagon""]",0,3,29,6,1,0,random,2176
"[""scotch"", ""hyena"", ""radio"", ""railing"", ""director""]",engineer,"[""radio"", ""director""]",67,2,30,5,1,0,random,2177
"[""scotch"", ""hyena"", ""radio"", ""railing"", ""director""]",signal,"[""radio"", ""director""]",67,2,31,5,1,0,random,2178
"[""scotch"", ""hyena"", ""radio"", ""railing"", ""director""]",climb,"[""hyena"", ""railing""]",0,2,32,5,1,0,random,2179
"[""scotch"", ""hyena"", ""radio"", ""railing"", ""director""]",trademark,"[""scotch"", ""railing""]",67,2,35,5,1,0,random,2180
"[""earth"", ""bouquet"", ""piercing"", ""thyme"", ""manure""]",herb,"[""thyme"", ""manure""]",67,2,37,5,1,0,random,2181
"[""earth"", ""bouquet"", ""piercing"", ""thyme"", ""manure""]",worm,"[""piercing"", ""manure""]",67,2,38,5,1,0,random,2182
"[""earth"", ""bouquet"", ""piercing"", ""thyme"", ""manure""]",dark,"[""earth"", ""piercing""]",67,2,41,5,1,0,random,2183
"[""metal"", ""cog"", ""wrist"", ""calculator"", ""flannel""]",brain,"[""calculator"", ""flannel""]",67,2,42,5,1,0,random,2184
"[""metal"", ""cog"", ""wrist"", ""calculator"", ""flannel""]",abacus,"[""calculator"", ""flannel""]",67,2,43,5,1,0,random,2185
"[""metal"", ""cog"", ""wrist"", ""calculator"", ""flannel""]",precision,"[""cog"", ""calculator""]",100,2,44,5,1,0,random,2186
"[""metal"", ""cog"", ""wrist"", ""calculator"", ""flannel""]",researcher,"[""calculator"", ""flannel""]",67,2,45,5,1,0,random,2187
"[""metal"", ""cog"", ""wrist"", ""calculator"", ""flannel""]",flat,"[""metal"", ""calculator""]",67,2,47,5,1,0,random,2188
"[""orthodontist"", ""cooker"", ""insulin"", ""toilet"", ""rifle""]",brush,"[""orthodontist"", ""toilet""]",67,2,50,5,1,0,random,2189
"[""orthodontist"", ""cooker"", ""insulin"", ""toilet"", ""rifle""]",lid,"[""cooker"", ""toilet""]",0,2,51,5,1,0,random,2190
"[""orthodontist"", ""cooker"", ""insulin"", ""toilet"", ""rifle""]",shot,"[""insulin"", ""rifle""]",67,2,52,5,1,0,random,2191
"[""orthodontist"", ""cooker"", ""insulin"", ""toilet"", ""rifle""]",hygiene,"[""orthodontist"", ""toilet""]",0,2,53,5,1,0,random,2192
"[""doll"", ""euro"", ""toaster"", ""sheath"", ""parent""]",toys,"[""doll"", ""parent""]",0,2,55,5,1,0,random,2193
"[""doll"", ""euro"", ""toaster"", ""sheath"", ""parent""]",play,"[""doll"", ""parent""]",100,2,56,5,1,0,random,2194
"[""doll"", ""euro"", ""toaster"", ""sheath"", ""parent""]",mom,"[""toaster"", ""parent""]",67,2,57,5,1,0,random,2195
"[""doll"", ""euro"", ""toaster"", ""sheath"", ""parent""]",provider,"[""sheath"", ""parent""]",67,2,58,5,1,0,random,2196
"[""doll"", ""euro"", ""toaster"", ""sheath"", ""parent""]",exchange,"[""euro"", ""toaster""]",67,2,59,5,1,0,random,2197
"[""insulin"", ""target"", ""buttons"", ""poodle"", ""landlord""]",deposit,"[""poodle"", ""landlord""]",67,2,61,5,1,0,random,2198
"[""insulin"", ""target"", ""buttons"", ""poodle"", ""landlord""]",immunity,"[""insulin"", ""poodle""]",67,2,62,5,1,0,random,2199
"[""insulin"", ""target"", ""buttons"", ""poodle"", ""landlord""]",tag,"[""target"", ""poodle"", ""landlord""]",50,3,64,5,1,0,random,2200
"[""lock"", ""author"", ""crab"", ""rose"", ""ice"", ""poppy""]",number,"[""lock"", ""author""]",67,2,67,6,1,0,random,2201
"[""jack"", ""pipe"", ""cement"", ""mining"", ""siren"", ""bark""]",dust,"[""pipe"", ""cement"", ""mining"", ""bark""]",67,4,72,6,1,0,random,2202
"[""jack"", ""pipe"", ""cement"", ""mining"", ""siren"", ""bark""]",burn,"[""pipe"", ""bark""]",67,2,74,6,1,0,random,2203
"[""jack"", ""pipe"", ""cement"", ""mining"", ""siren"", ""bark""]",fire,"[""pipe"", ""bark""]",0,2,75,6,1,0,random,2204
"[""surfer"", ""marshmallow"", ""umbrella"", ""kitchen"", ""mom""]",water,"[""surfer"", ""umbrella""]",67,2,78,5,1,0,random,2205
"[""surfer"", ""marshmallow"", ""umbrella"", ""kitchen"", ""mom""]",soaked,"[""surfer"", ""umbrella""]",67,2,79,5,1,0,random,2206
"[""surfer"", ""marshmallow"", ""umbrella"", ""kitchen"", ""mom""]",holiday,"[""surfer"", ""marshmallow"", ""kitchen""]",50,3,80,5,1,0,random,2207
"[""surfer"", ""marshmallow"", ""umbrella"", ""kitchen"", ""mom""]",soaked,"[""surfer"", ""umbrella""]",67,2,82,5,1,0,random,2208
"[""air conditioning"", ""t-shirt"", ""step"", ""two"", ""kneel"", ""bow tie""]",male,"[""t-shirt"", ""kneel"", ""bow tie""]",50,3,85,6,1,0,random,2209
"[""air conditioning"", ""t-shirt"", ""step"", ""two"", ""kneel"", ""bow tie""]",deodorant,"[""t-shirt"", ""step"", ""kneel""]",80,3,87,6,1,0,random,2210
"[""air conditioning"", ""t-shirt"", ""step"", ""two"", ""kneel"", ""bow tie""]",plastic,"[""air conditioning"", ""step""]",67,2,89,6,1,0,random,2211
"[""committee"", ""silver"", ""jug"", ""thesaurus"", ""waitress"", ""blueprint""]",print,"[""thesaurus"", ""blueprint""]",67,2,90,6,1,0,random,2212
"[""committee"", ""silver"", ""jug"", ""thesaurus"", ""waitress"", ""blueprint""]",wait,"[""committee"", ""waitress""]",67,2,92,6,1,0,random,2213
"[""committee"", ""silver"", ""jug"", ""thesaurus"", ""waitress"", ""blueprint""]",recipe,"[""jug"", ""waitress""]",0,2,93,6,1,0,random,2214
"[""committee"", ""silver"", ""jug"", ""thesaurus"", ""waitress"", ""blueprint""]",teach,"[""committee"", ""thesaurus"", ""blueprint""]",50,3,95,6,1,0,random,2215
"[""calculator"", ""flea"", ""stock"", ""canyon"", ""mitten""]",bottom,"[""stock"", ""canyon""]",100,2,96,5,1,0,random,2216
"[""calculator"", ""flea"", ""stock"", ""canyon"", ""mitten""]",arid,"[""flea"", ""canyon""]",0,2,98,5,1,0,random,2217
"[""calculator"", ""flea"", ""stock"", ""canyon"", ""mitten""]",lost,"[""stock"", ""canyon""]",67,2,100,5,1,0,random,2218
"[""calculator"", ""flea"", ""stock"", ""canyon"", ""mitten""]",fabric,"[""canyon"", ""mitten""]",100,2,101,5,1,0,random,2219
"[""caramel"", ""robot"", ""yawn"", ""poem"", ""acid""]",smooth,"[""robot"", ""yawn""]",100,2,102,5,1,0,random,2220
"[""caramel"", ""robot"", ""yawn"", ""poem"", ""acid""]",treat,"[""caramel"", ""acid""]",0,2,103,5,1,0,random,2221
"[""caramel"", ""robot"", ""yawn"", ""poem"", ""acid""]",fool,"[""robot"", ""yawn""]",0,2,104,5,1,0,random,2222
"[""caramel"", ""robot"", ""yawn"", ""poem"", ""acid""]",hairless,"[""robot"", ""yawn""]",0,2,106,5,1,0,random,2223
"[""caramel"", ""robot"", ""yawn"", ""poem"", ""acid""]",human,"[""yawn"", ""acid""]",67,2,107,5,1,0,random,2224
"[""rod"", ""spreadsheet"", ""walrus"", ""dinner"", ""fried""]",liquid,"[""walrus"", ""dinner""]",67,2,109,5,1,0,random,2225
"[""rod"", ""spreadsheet"", ""walrus"", ""dinner"", ""fried""]",menu,"[""dinner"", ""fried""]",0,2,110,5,1,0,random,2226
"[""rod"", ""spreadsheet"", ""walrus"", ""dinner"", ""fried""]",napkin,"[""dinner"", ""fried""]",67,2,111,5,1,0,random,2227
"[""rod"", ""spreadsheet"", ""walrus"", ""dinner"", ""fried""]",oil,"[""walrus"", ""dinner"", ""fried""]",50,3,113,5,1,0,random,2228
