ID,cue,associations,num_associations,cue_weight,associations_mean_weight,candidates,candidates_connectivity_score,solvers_jaccard_mean,solvers_jaccard_std
1696,wool,"[""sheep"", ""sweater""]",2,108,46.5,"[""telephone"", ""businessman"", ""sheep"", ""librarian"", ""sweater"", ""gear""]",1,1,0
918,piglet,"[""pig"", ""baby""]",2,90,25.5,"[""staple"", ""inhaler"", ""pig"", ""potassium"", ""baby""]",1,1,0
1059,parents,"[""mom"", ""father"", ""children"", ""family""]",4,81,20.25,"[""plow"", ""children"", ""mom"", ""father"", ""doily"", ""family""]",4,1,0
1370,trees,"[""green"", ""forest"", ""leaves""]",3,120,40,"[""whirlwind"", ""pirate"", ""groundhog"", ""leaves"", ""forest"", ""green""]",3,1,0
91,tram,"[""train"", ""bus"", ""car""]",3,87,29,"[""two"", ""yelling"", ""bus"", ""train"", ""car""]",4,1,0
690,hushed,"[""whisper"", ""library""]",2,105,15.5,"[""whisper"", ""library"", ""prince"", ""wrap"", ""treasure""]",0,1,0
266,insect,"[""bug"", ""ant"", ""fly""]",3,91,30.33333333,"[""fly"", ""ant"", ""swine"", ""hug"", ""bug""]",2,1,0
1007,twig,"[""branch"", ""tree"", ""stick"", ""leaf""]",4,162,44,"[""leaf"", ""beehive"", ""march"", ""branch"", ""stick"", ""tree""]",3,1,0
1367,brighten,"[""light"", ""sun"", ""smile""]",3,95,30.33333333,"[""groan"", ""marine"", ""sun"", ""smile"", ""light"", ""blind""]",2,0.833333333,0.24
97,verse,"[""poem"", ""song"", ""bible""]",3,116,33.66666667,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",2,1,0
551,monks,"[""monastery"", ""bald""]",2,49,16.5,"[""bullseye"", ""castle"", ""bald"", ""monastery"", ""earth""]",0,1,0
460,sashimi,"[""sushi"", ""fish"", ""japan""]",3,124,41.33333333,"[""fish"", ""green"", ""sushi"", ""rhino"", ""japan""]",4,1,0
1450,leaves,"[""fall"", ""tree"", ""green""]",3,102,29.33333333,"[""green"", ""carriage"", ""alarm"", ""fall"", ""write"", ""tree""]",3,1,0
84,thirst,"[""water"", ""drink"", ""desert""]",3,135,41.66666667,"[""sink"", ""water"", ""drink"", ""desert"", ""beach""]",5,0.833333333,0.24
204,heave,"[""vomit"", ""throw"", ""push""]",3,77,15,"[""push"", ""blackboard"", ""throw"", ""caravan"", ""vomit""]",1,1,0
1817,amplify,"[""speaker"", ""music""]",2,72,15.5,"[""psychologist"", ""cherry"", ""dog"", ""music"", ""speaker"", ""magazine""]",2,1,0
1834,legality,"[""lawyer"", ""court""]",2,99,22,"[""court"", ""lawyer"", ""jewelry"", ""road"", ""kiss"", ""periodic table""]",1,1,0
787,detain,"[""police"", ""prison""]",2,86,17.5,"[""festival"", ""prison"", ""police"", ""arrow"", ""sushi""]",1,1,0
1601,analog,"[""clock"", ""watch"", ""computer""]",3,104,17.66666667,"[""watch"", ""pool"", ""crop"", ""clock"", ""cook"", ""computer""]",3,0.833333333,0.24
286,eraser,"[""pencil"", ""rubber"", ""paper""]",3,100,30.66666667,"[""digit"", ""paper"", ""cooker"", ""rubber"", ""pencil""]",2,0.833333333,0.24
173,heart,"[""blood"", ""red"", ""organ""]",3,101,13.33333333,"[""swamp"", ""cola"", ""organ"", ""blood"", ""red""]",2,1,0
294,breastfeeding,"[""baby"", ""milk"", ""mother""]",3,121,40.33333333,"[""puck"", ""dandruff"", ""baby"", ""milk"", ""mother""]",3,1,0
1354,remote control,"[""tv"", ""clicker"", ""car""]",3,99,24.33333333,"[""shelf"", ""bathroom"", ""tv"", ""smoking"", ""clicker"", ""car""]",2,0.833333333,0.24
1295,tropical,"[""beach"", ""fruit"", ""hot"", ""island""]",4,64,20,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",2,1,0
937,sonata,"[""music"", ""piano""]",2,104,42.5,"[""strike"", ""neck"", ""music"", ""piano"", ""lunch""]",1,1,0
191,surfboard,"[""beach"", ""wave"", ""sea""]",3,86,24.66666667,"[""cactus"", ""sea"", ""mason"", ""beach"", ""wave""]",3,1,0
1537,congregation,"[""church"", ""group"", ""people""]",3,109,34.66666667,"[""group"", ""silky"", ""people"", ""dozen"", ""church"", ""sword""]",3,1,0
1404,voyage,"[""ship"", ""ocean"", ""boat""]",3,110,22.66666667,"[""ship"", ""puffy"", ""crocodile"", ""eyes"", ""ocean"", ""boat""]",4,0.833333333,0.24
106,exercise,"[""gym"", ""sweat"", ""run""]",3,47,15.66666667,"[""sweat"", ""lamb"", ""gym"", ""run"", ""eucalyptus""]",3,1,0
1612,nausea,"[""vomit"", ""stomach"", ""green""]",3,110,23.33333333,"[""green"", ""stomach"", ""nectar"", ""pepper"", ""cable"", ""vomit""]",1,0.833333333,0.24
1444,actors,"[""theater"", ""stage"", ""movie""]",3,53,17,"[""root"", ""coffin"", ""theater"", ""movie"", ""stage"", ""ranch""]",3,1,0
545,tears,"[""eyes"", ""water""]",2,99,11.5,"[""blueprint"", ""eyes"", ""chrome"", ""road"", ""water""]",2,1,0
1467,sticks,"[""wood"", ""fire"", ""tree""]",3,73,15,"[""wood"", ""naked"", ""tree"", ""bulb"", ""arm"", ""fire""]",6,1,0
1333,spectrum,"[""rainbow"", ""light"", ""color""]",3,91,30,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",3,1,0
1312,acrobat,"[""circus"", ""gymnast"", ""adobe""]",3,102,30,"[""gymnast"", ""circus"", ""nectar"", ""lotion"", ""adobe"", ""horizon""]",1,1,0
297,creased,"[""folded"", ""paper"", ""iron""]",3,77,25.66666667,"[""paper"", ""hostess"", ""folded"", ""kick"", ""iron""]",1,1,0
1397,bridge,"[""water"", ""river"", ""road""]",3,69,23,"[""hairy"", ""river"", ""water"", ""road"", ""grid"", ""dirty""]",4,0.833333333,0.24
738,pc,"[""computer"", ""personal computer""]",2,113,45,"[""doorbell"", ""tenant"", ""personal computer"", ""surface"", ""computer""]",0,1,0
137,shovel,"[""dig"", ""dirt"", ""spade""]",3,105,35,"[""dig"", ""spade"", ""dirt"", ""mow"", ""line""]",3,0.833333333,0.24
710,axle,"[""car"", ""wheel""]",2,121,56,"[""car"", ""barn"", ""corner"", ""prince"", ""wheel""]",2,1,0
1631,stingy,"[""money"", ""bee""]",2,65,15,"[""bee"", ""sandpaper"", ""computer"", ""pharmacy"", ""film"", ""money""]",1,1,0
1199,art,"[""painting"", ""museum"", ""picture"", ""music""]",4,71,18.25,"[""music"", ""museum"", ""picture"", ""painting"", ""swimming"", ""animal""]",3,1,0
1570,asphyxiate,"[""strangle"", ""breathe"", ""air""]",3,85,15,"[""breathe"", ""tadpole"", ""navel"", ""strangle"", ""husband"", ""air""]",1,0.833333333,0.24
87,swamp,"[""water"", ""mud"", ""marsh""]",3,60,20,"[""ore"", ""marsh"", ""bullet"", ""water"", ""mud""]",4,0.833333333,0.24
1246,passenger,"[""car"", ""train"", ""plane"", ""pigeon""]",4,84,23.75,"[""car"", ""pigeon"", ""train"", ""plane"", ""pollen"", ""veil""]",4,1,0
447,fizz,"[""soda"", ""pop"", ""champagne""]",3,102,31.66666667,"[""garbage"", ""champagne"", ""weapon"", ""soda"", ""pop""]",1,0.833333333,0.24
1126,hump,"[""camel"", ""road"", ""hill"", ""back""]",4,99,23,"[""hill"", ""back"", ""road"", ""tab"", ""gang"", ""camel""]",0,0.866666667,0.19
1622,rinse,"[""water"", ""soap"", ""hair""]",3,121,20,"[""hair"", ""forest"", ""boy"", ""soap"", ""dove"", ""water""]",3,1,0
472,doughnut,"[""sugar"", ""hole"", ""fat""]",3,74,19,"[""hole"", ""sugar"", ""hangman"", ""werewolf"", ""fat""]",2,1,0
166,gnome,"[""garden"", ""elf"", ""hat""]",3,97,32.33333333,"[""elf"", ""hat"", ""garden"", ""icy"", ""chicken""]",0,0.833333333,0.24
696,explode,"[""bomb"", ""fire""]",2,87,33,"[""fox"", ""fire"", ""captain"", ""star"", ""bomb""]",1,1,0
684,wavy,"[""hair"", ""ocean""]",2,114,44,"[""basketball"", ""hair"", ""ocean"", ""cream cheese"", ""crab""]",2,1,0
942,engineering,"[""building"", ""bridge""]",2,42,12,"[""children"", ""yourself"", ""building"", ""bridge"", ""sticker""]",0,1,0
1452,lawnmower,"[""grass"", ""green"", ""yard""]",3,103,34.33333333,"[""composer"", ""grass"", ""yard"", ""nail polish"", ""green"", ""run""]",1,1,0
110,spoiled,"[""child"", ""milk"", ""food""]",3,120,17.33333333,"[""quill"", ""bake"", ""milk"", ""child"", ""food""]",2,0.833333333,0.24
1024,dive,"[""water"", ""pool"", ""swim"", ""bar""]",4,89,26,"[""toilet"", ""pool"", ""bar"", ""swim"", ""water"", ""smoothie""]",5,0.866666667,0.19
1278,editor,"[""newspaper"", ""book"", ""writer"", ""paper""]",4,80,23,"[""newspaper"", ""book"", ""clinic"", ""paper"", ""brass"", ""writer""]",5,1,0
754,industrial,"[""factory"", ""metal""]",2,57,20,"[""eagle"", ""teepee"", ""factory"", ""metal"", ""ash""]",1,1,0
1153,remains,"[""dead"", ""body"", ""leftovers"", ""ashes""]",4,66,19,"[""ashes"", ""body"", ""leftovers"", ""glue"", ""mail"", ""dead""]",2,1,0
928,domain,"[""website"", ""home""]",2,67,20.5,"[""wheelchair"", ""website"", ""home"", ""street"", ""sailing""]",1,1,0
1305,humidity,"[""hot"", ""wet"", ""moisture"", ""sweat""]",4,87,22.75,"[""hot"", ""vulture"", ""wet"", ""sweat"", ""sit"", ""moisture""]",3,1,0
1185,firefly,"[""light"", ""bug"", ""insect"", ""night""]",4,78,23.5,"[""bug"", ""night"", ""light"", ""bed"", ""bagel"", ""insect""]",4,1,0
262,cold,"[""freezing"", ""hot"", ""snow""]",3,72,23.66666667,"[""check"", ""snow"", ""freezing"", ""hot"", ""marsh""]",2,0.833333333,0.24
884,checking,"[""bank"", ""money""]",2,62,13,"[""pork"", ""cookbook"", ""tomb"", ""money"", ""bank""]",1,1,0
1328,dam,"[""water"", ""beaver"", ""river""]",3,109,35.66666667,"[""beaver"", ""mushroom"", ""roller"", ""water"", ""flesh"", ""river""]",2,1,0
905,siblings,"[""brother"", ""family""]",2,145,47.5,"[""family"", ""moose"", ""brother"", ""spreadsheet"", ""computer""]",2,1,0
396,mutiny,"[""ship"", ""pirate"", ""captain""]",3,76,21.66666667,"[""carnival"", ""pirate"", ""captain"", ""ship"", ""mastercard""]",2,0.833333333,0.24
1004,showers,"[""rain"", ""water"", ""wet"", ""bath""]",4,107,29.5,"[""pinkie"", ""bath"", ""rain"", ""sugar"", ""water"", ""wet""]",10,1,0
1202,pale,"[""light"", ""skin"", ""face"", ""ale""]",4,94,13,"[""slip"", ""salad"", ""face"", ""skin"", ""light"", ""ale""]",1,1,0
1783,consult,"[""doctor"", ""talk""]",2,79,14.5,"[""talk"", ""bum"", ""doctor"", ""artery"", ""tarmac"", ""barn""]",0,1,0
1921,merit,"[""badge"", ""award""]",2,60,20.5,"[""yacht"", ""comedian"", ""ink"", ""blackberry"", ""award"", ""badge""]",0,1,0
445,trough,"[""pig"", ""water"", ""horse""]",3,70,23.33333333,"[""water"", ""pig"", ""eucalyptus"", ""hanging"", ""horse""]",1,1,0
1491,amber,"[""yellow"", ""color"", ""stone""]",3,50,16.66666667,"[""asphalt"", ""yellow"", ""color"", ""projector"", ""sock"", ""stone""]",2,1,0
1156,lubrication,"[""oil"", ""car"", ""grease"", ""wet""]",4,71,20.75,"[""maze"", ""car"", ""grease"", ""oil"", ""fly"", ""wet""]",5,0.866666667,0.19
1742,bookish,"[""library"", ""glasses""]",2,55,18,"[""lens"", ""flesh"", ""glasses"", ""chain"", ""vine"", ""library""]",2,1,0
1926,menstruation,"[""blood"", ""woman""]",2,131,37,"[""boxing"", ""carrot"", ""blood"", ""tile"", ""woman"", ""crucifix""]",1,1,0
1146,intoxicate,"[""alcohol"", ""drink"", ""poison"", ""drugs""]",4,99,19.75,"[""arachnid"", ""drink"", ""freckles"", ""alcohol"", ""poison"", ""drugs""]",3,1,0
1587,smiling,"[""teeth"", ""face"", ""mouth""]",3,125,22,"[""face"", ""sheep"", ""herbs"", ""mouth"", ""breast"", ""teeth""]",3,1,0
455,instrument,"[""music"", ""violin"", ""band""]",3,94,25.33333333,"[""violin"", ""cloth"", ""band"", ""bats"", ""music""]",3,1,0
1335,silver,"[""gold"", ""metal"", ""jewelry""]",3,102,34,"[""gold"", ""hillbilly"", ""jewelry"", ""campfire"", ""cabinet"", ""metal""]",2,1,0
516,awake,"[""sleep"", ""bed""]",2,87,20,"[""crab"", ""sauna"", ""bed"", ""sleep"", ""star""]",1,1,0
17,puddle,"[""water"", ""rain"", ""mud""]",3,128,42.66666667,"[""water"", ""rain"", ""billboard"", ""drain"", ""mud""]",4,0.833333333,0.24
1419,swimmer,"[""water"", ""pool"", ""athlete""]",3,96,32,"[""athlete"", ""continent"", ""game"", ""pool"", ""sandal"", ""water""]",3,0.833333333,0.24
826,racetrack,"[""horse"", ""car""]",2,79,28,"[""restaurant"", ""horse"", ""honey"", ""conditioner"", ""car""]",1,1,0
1697,gypsum,"[""mineral"", ""rock""]",2,39,15,"[""wheat"", ""mineral"", ""barrel"", ""boxing"", ""rock"", ""manicure""]",0,1,0
1871,act,"[""theater"", ""stage""]",2,93,15.5,"[""firework"", ""theater"", ""stage"", ""mice"", ""breakfast"", ""rattle""]",1,1,0
67,paintings,"[""art"", ""color"", ""oil""]",3,88,28.33333333,"[""marijuana"", ""art"", ""oil"", ""color"", ""stab""]",1,0.833333333,0.24
1523,face,"[""nose"", ""eyes"", ""head""]",3,59,19.33333333,"[""nose"", ""whiskey"", ""head"", ""parakeet"", ""liquid"", ""eyes""]",4,0.833333333,0.24
576,extinguish,"[""fire"", ""flame""]",2,127,44.5,"[""shore"", ""fire"", ""cloth"", ""steward"", ""flame""]",1,1,0
434,bloated,"[""fat"", ""gas"", ""water""]",3,82,22.66666667,"[""doe"", ""fat"", ""gas"", ""broom"", ""water""]",3,0.833333333,0.24
722,thriller,"[""movie"", ""book""]",2,105,29,"[""movie"", ""scotch"", ""book"", ""monkey"", ""crutch""]",2,1,0
1223,shopper,"[""money"", ""cart"", ""mall"", ""store""]",4,41,13,"[""crowbar"", ""composer"", ""store"", ""cart"", ""money"", ""mall""]",5,1,0
911,bid,"[""money"", ""ebay""]",2,99,20,"[""ebay"", ""mortar"", ""money"", ""burger"", ""hanger""]",0,1,0
794,hissing,"[""snake"", ""cat""]",2,120,55,"[""cat"", ""chasm"", ""alphabet"", ""sap"", ""snake""]",1,1,0
1250,stereo,"[""music"", ""speakers"", ""radio"", ""car""]",4,109,27.75,"[""music"", ""speakers"", ""car"", ""pipe"", ""vacuum"", ""radio""]",5,1,0
128,bibliography,"[""book"", ""library"", ""list""]",3,67,16.33333333,"[""list"", ""quilt"", ""vodka"", ""library"", ""book""]",3,1,0
47,absorb,"[""sponge"", ""water"", ""soak""]",3,77,25.66666667,"[""soak"", ""lip"", ""salesman"", ""sponge"", ""water""]",2,0.833333333,0.24
885,california,"[""beach"", ""sun""]",2,60,19.5,"[""penicillin"", ""cod"", ""sun"", ""beach"", ""town""]",1,1,0
603,allergic,"[""sneeze"", ""pollen""]",2,67,21,"[""sneeze"", ""pollen"", ""kiwi"", ""soot"", ""sweatshirt""]",1,1,0
846,wail,"[""scream"", ""baby""]",2,111,17.5,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",0,1,0
392,bulb,"[""light"", ""flower"", ""plant""]",3,139,45,"[""wheelchair"", ""flower"", ""soccer"", ""light"", ""plant""]",2,1,0
1759,socialize,"[""people"", ""talk""]",2,80,21.5,"[""reed"", ""people"", ""talk"", ""knoll"", ""cream"", ""astronaut""]",1,1,0
807,attorney,"[""court"", ""money""]",2,130,17,"[""money"", ""ballet"", ""whale"", ""court"", ""blanket""]",1,1,0
1548,coast,"[""beach"", ""sea"", ""water""]",3,93,25,"[""wagon"", ""water"", ""beach"", ""sea"", ""spill"", ""crochet""]",4,0.833333333,0.24
1240,spacecraft,"[""rocket"", ""moon"", ""shuttle"", ""astronaut""]",4,66,17.75,"[""running"", ""moon"", ""astronaut"", ""shuttle"", ""rocket"", ""bait""]",4,1,0
476,packet,"[""sugar"", ""paper"", ""mail""]",3,51,15,"[""paper"", ""brain"", ""sugar"", ""mail"", ""microphone""]",1,1,0
373,whack,"[""hit"", ""smack"", ""mole""]",3,123,41,"[""groin"", ""hit"", ""mole"", ""seaweed"", ""smack""]",1,1,0
48,doorstep,"[""door"", ""doormat"", ""entrance""]",3,52,15.33333333,"[""nine"", ""entrance"", ""doormat"", ""puffy"", ""door""]",1,1,0
1336,cooking,"[""food"", ""kitchen"", ""baking""]",3,70,23.33333333,"[""cocoa"", ""kitchen"", ""food"", ""flag"", ""baking"", ""reporter""]",3,1,0
843,glasses,"[""eyes"", ""sun""]",2,57,20.5,"[""fly"", ""sun"", ""climb"", ""accordion"", ""eyes""]",1,1,0
1341,medieval,"[""castle"", ""knight"", ""armor""]",3,76,21.33333333,"[""dunk"", ""meat"", ""knight"", ""zipper"", ""armor"", ""castle""]",2,1,0
1944,gem,"[""diamond"", ""ruby""]",2,102,27.5,"[""dogs"", ""rosemary"", ""diamond"", ""ruby"", ""eraser"", ""gas""]",1,1,0
292,conduct,"[""orchestra"", ""music"", ""train""]",3,83,16,"[""music"", ""drain"", ""orchestra"", ""crown"", ""train""]",2,1,0
1500,seesaw,"[""playground"", ""children"", ""park""]",3,90,28,"[""gondola"", ""soot"", ""park"", ""playground"", ""children"", ""frown""]",2,0.833333333,0.24
543,thirsty,"[""water"", ""drink""]",2,149,61,"[""path"", ""deodorant"", ""letter"", ""water"", ""drink""]",1,1,0
324,actor,"[""actress"", ""movie"", ""stage""]",3,73,24,"[""stage"", ""vodka"", ""movie"", ""actress"", ""haystack""]",1,1,0
751,creativity,"[""art"", ""music""]",2,66,29,"[""continent"", ""art"", ""music"", ""dust"", ""quart""]",1,1,0
1483,white powder,"[""cocaine"", ""flour"", ""snow""]",3,128,42.66666667,"[""applause"", ""cocaine"", ""snow"", ""match"", ""slide"", ""flour""]",2,1,0
33,pikachu,"[""yellow"", ""game"", ""cartoon""]",3,120,22.66666667,"[""cartoon"", ""game"", ""cop"", ""yellow"", ""cantaloupe""]",3,1,0
1853,fattening,"[""food"", ""butter""]",2,55,20,"[""bowl"", ""siren"", ""puppy"", ""butter"", ""pillow"", ""food""]",2,1,0
1632,hail,"[""rain"", ""ice""]",2,85,29,"[""womb"", ""guitar"", ""ice"", ""rain"", ""tray"", ""lung""]",1,1,0
273,juicy,"[""fruit"", ""orange"", ""apple""]",3,109,36.33333333,"[""lottery"", ""colonoscopy"", ""orange"", ""fruit"", ""apple""]",4,0.833333333,0.24
1205,ink,"[""pen"", ""write"", ""tattoo"", ""paper""]",4,121,26.5,"[""knot"", ""pen"", ""tattoo"", ""mole"", ""write"", ""paper""]",4,1,0
961,build,"[""house"", ""building""]",2,93,24.5,"[""house"", ""drop"", ""building"", ""petroleum"", ""paste""]",1,1,0
1870,vehicle,"[""car"", ""bus""]",2,133,52,"[""bus"", ""hanging"", ""car"", ""silver"", ""pine"", ""donut""]",2,1,0
399,drinking,"[""water"", ""alcohol"", ""beer""]",3,109,36.33333333,"[""trident"", ""costume"", ""alcohol"", ""water"", ""beer""]",4,1,0
1194,grassy,"[""green"", ""knoll"", ""field"", ""lawn""]",4,126,34.75,"[""field"", ""green"", ""fortune teller"", ""lawn"", ""pillow"", ""knoll""]",2,0.866666667,0.19
475,psychiatrist,"[""doctor"", ""couch"", ""brain""]",3,75,21.66666667,"[""guard"", ""brain"", ""doctor"", ""dolphin"", ""couch""]",2,1,0
167,captain,"[""ship"", ""boat"", ""sea""]",3,93,27,"[""boat"", ""village"", ""stockings"", ""ship"", ""sea""]",4,1,0
1558,alpine,"[""mountain"", ""snow"", ""skiing""]",3,91,28,"[""traveler"", ""skiing"", ""snow"", ""moss"", ""cattle"", ""mountain""]",2,1,0
832,head,"[""hair"", ""face""]",2,49,17,"[""heroin"", ""hair"", ""face"", ""paper"", ""honk""]",2,1,0
700,nose,"[""face"", ""nostril""]",2,87,24,"[""nostril"", ""blind"", ""face"", ""groom"", ""pocket""]",1,1,0
1432,washing machine,"[""clothes"", ""laundry"", ""water""]",3,115,35.33333333,"[""derby"", ""clothes"", ""quarry"", ""crew"", ""water"", ""laundry""]",2,1,0
1038,soccer,"[""ball"", ""football"", ""game"", ""player""]",4,122,34,"[""ball"", ""bald"", ""game"", ""football"", ""player"", ""stab""]",4,1,0
549,sleeve,"[""shirt"", ""coat""]",2,112,34.5,"[""company"", ""limo"", ""shirt"", ""wood"", ""coat""]",0,1,0
1757,lover,"[""heart"", ""wife""]",2,37,11,"[""socket"", ""wife"", ""solid"", ""nut"", ""heart"", ""smack""]",1,1,0
1135,silverware,"[""fork"", ""spoon"", ""knife"", ""dinner""]",4,116,32.25,"[""fork"", ""knife"", ""spoon"", ""dinner"", ""flesh"", ""eucalyptus""]",4,1,0
246,puck,"[""hockey"", ""ice"", ""stick""]",3,112,35.66666667,"[""ice"", ""hockey"", ""granola"", ""chocolate"", ""stick""]",2,1,0
479,iced,"[""tea"", ""frozen"", ""drink""]",3,120,24.33333333,"[""tea"", ""frozen"", ""drink"", ""flag"", ""nephew""]",1,1,0
1109,bathe,"[""wash"", ""water"", ""shower"", ""soap""]",4,118,27.75,"[""oxen"", ""wash"", ""bridge"", ""soap"", ""water"", ""shower""]",8,1,0
711,cash,"[""money"", ""green""]",2,112,52,"[""book"", ""green"", ""money"", ""lectern"", ""acrobat""]",3,1,0
1628,wet,"[""water"", ""rain""]",2,97,36,"[""composer"", ""glitter"", ""water"", ""ham"", ""rain"", ""lime""]",2,1,0
957,assassin,"[""ninja"", ""gun""]",2,82,15.5,"[""ninja"", ""mammoth"", ""gun"", ""blueberry"", ""wood""]",1,1,0
83,morphine,"[""drug"", ""hospital"", ""painkiller""]",3,122,27,"[""fire"", ""hospital"", ""painkiller"", ""drug"", ""fireworks""]",3,1,0
1086,elm,"[""tree"", ""wood"", ""street"", ""leaf""]",4,116,31.75,"[""water"", ""street"", ""wood"", ""leaf"", ""referee"", ""tree""]",5,0.866666667,0.19
541,raven,"[""bird"", ""crow""]",2,167,47.5,"[""manure"", ""backpack"", ""crow"", ""bird"", ""gum""]",1,1,0
233,depart,"[""airport"", ""airplane"", ""train""]",3,109,12,"[""airplane"", ""puck"", ""airport"", ""shepherd"", ""train""]",4,1,0
605,curfew,"[""night"", ""teenager""]",2,70,18,"[""snack"", ""stance"", ""teenager"", ""acorn"", ""night""]",0,1,0
1551,sailor,"[""boat"", ""ship"", ""sea""]",3,100,32.33333333,"[""sea"", ""thread"", ""ship"", ""script"", ""strap"", ""boat""]",4,1,0
1369,opal,"[""stone"", ""gem"", ""ring""]",3,78,23.66666667,"[""airplane"", ""cigarette"", ""stone"", ""gem"", ""ring"", ""coach""]",3,0.833333333,0.24
685,whisker,"[""cat"", ""beard""]",2,112,48.5,"[""cat"", ""cliff"", ""loom"", ""beard"", ""symphony""]",1,1,0
370,flames,"[""hot"", ""burn"", ""orange""]",3,144,19.33333333,"[""orange"", ""burn"", ""hot"", ""jelly"", ""sneeze""]",3,0.833333333,0.24
1143,writer,"[""book"", ""pen"", ""novel"", ""paper""]",4,81,18.5,"[""book"", ""pantyhose"", ""paper"", ""pen"", ""novel"", ""towel""]",5,1,0
785,motorway,"[""highway"", ""car""]",2,107,35.5,"[""highway"", ""veranda"", ""fig"", ""car"", ""twilight""]",1,1,0
598,catsup,"[""tomato"", ""red""]",2,76,14.5,"[""tomato"", ""thermometer"", ""bone"", ""red"", ""torn""]",2,1,0
231,fang,"[""tooth"", ""wolf"", ""vampire""]",3,94,31.33333333,"[""champagne"", ""wolf"", ""tooth"", ""poster"", ""vampire""]",2,1,0
951,cache,"[""store"", ""computer""]",2,51,16.5,"[""bottle"", ""kitten"", ""amber"", ""computer"", ""store""]",1,1,0
571,luxury,"[""money"", ""car""]",2,60,16,"[""camouflage"", ""car"", ""money"", ""teller"", ""witness""]",2,1,0
1280,article,"[""newspaper"", ""clothing"", ""magazine"", ""paper""]",4,96,28.25,"[""newspaper"", ""paper"", ""clothing"", ""carpet"", ""scuba"", ""magazine""]",3,1,0
259,exoskeleton,"[""shell"", ""insect"", ""bug""]",3,63,21,"[""badger"", ""blade"", ""shell"", ""bug"", ""insect""]",1,1,0
99,reply,"[""email"", ""letter"", ""text""]",3,98,17.33333333,"[""letter"", ""text"", ""email"", ""model"", ""dolly""]",3,1,0
1241,candles,"[""light"", ""wax"", ""fire"", ""flame""]",4,102,30.75,"[""fire"", ""light"", ""wax"", ""vomit"", ""sneeze"", ""flame""]",5,0.866666667,0.19
1046,dishwasher,"[""water"", ""soap"", ""kitchen"", ""dirty""]",4,67,16.25,"[""petal"", ""kitchen"", ""water"", ""fly"", ""soap"", ""dirty""]",4,1,0
649,sticky,"[""glue"", ""gum""]",2,58,23,"[""teacher"", ""person"", ""gum"", ""glue"", ""priest""]",0,1,0
618,norway,"[""country"", ""snow""]",2,78,12.5,"[""snow"", ""country"", ""bat"", ""kin"", ""piano""]",1,1,0
1903,wolf,"[""dog"", ""moon""]",2,86,28.5,"[""moon"", ""brake"", ""dog"", ""cart"", ""wrench"", ""rake""]",1,1,0
1717,tired,"[""bed"", ""sleep""]",2,99,22,"[""sleep"", ""bed"", ""flat"", ""script"", ""south pole"", ""propeller""]",1,1,0
439,margarine,"[""butter"", ""yellow"", ""oil""]",3,136,41.33333333,"[""butter"", ""torn"", ""japan"", ""yellow"", ""oil""]",2,0.833333333,0.24
175,log,"[""wood"", ""tree"", ""fire""]",3,88,29.33333333,"[""tree"", ""wood"", ""fire"", ""explode"", ""diarrhea""]",4,1,0
1655,he,"[""man"", ""male""]",2,142,33.5,"[""face"", ""man"", ""male"", ""paper towel"", ""grey"", ""art""]",3,1,0
552,flavorful,"[""food"", ""taste""]",2,118,22.5,"[""painting"", ""varnish"", ""taste"", ""food"", ""fur""]",1,1,0
799,perjury,"[""court"", ""lawyer""]",2,97,24.5,"[""crumb"", ""lawyer"", ""drool"", ""court"", ""chip""]",1,1,0
1105,flask,"[""alcohol"", ""drink"", ""whiskey"", ""hip""]",4,73,21,"[""drink"", ""driveway"", ""alcohol"", ""hip"", ""record"", ""whiskey""]",3,0.866666667,0.19
845,playboy,"[""bunny"", ""magazine""]",2,90,40.5,"[""land"", ""bunny"", ""sweater"", ""purse"", ""magazine""]",0,1,0
694,diamonds,"[""ring"", ""jewelry""]",2,53,15,"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",1,1,0
1640,heroin,"[""drug"", ""needle""]",2,89,35.5,"[""footprint"", ""print"", ""ocean"", ""drug"", ""fridge"", ""needle""]",0,1,0
1147,flake,"[""snow"", ""corn"", ""dandruff"", ""chocolate""]",4,118,33.5,"[""dandruff"", ""corn"", ""biker"", ""chocolate"", ""snow"", ""splint""]",2,0.866666667,0.19
1269,blacksmith,"[""iron"", ""horseshoe"", ""anvil"", ""metal""]",4,81,25,"[""iron"", ""anvil"", ""horseshoe"", ""hockey"", ""velvet"", ""metal""]",1,1,0
220,colt,"[""horse"", ""gun"", ""baby""]",3,106,35.33333333,"[""gun"", ""horse"", ""fall"", ""cellphone"", ""baby""]",3,0.833333333,0.24
102,haircut,"[""scissors"", ""barber"", ""hair""]",3,64,21.33333333,"[""gymnast"", ""scissors"", ""hair"", ""barber"", ""horizon""]",2,1,0
1672,abortion,"[""baby"", ""fetus""]",2,68,24,"[""ceramic"", ""baby"", ""trap"", ""fetus"", ""raisin"", ""zombie""]",1,1,0
