candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,ID,clip_vit32_predictions,annotations_label
"[""gear"", ""valley"", ""cape"", ""hive"", ""godfather"", ""hose"", ""cuff"", ""washing"", ""jet"", ""train""]",hexagonal,"[""gear"", ""hive""]",67,2,484,10,1.0,0.0,269,"[""hive"", ""gear""]","{""gear"": ""Visually Non-Salient"", ""hive"": ""Visually Non-Salient""}"
"[""gear"", ""valley"", ""cape"", ""hive"", ""godfather"", ""hose"", ""cuff"", ""washing"", ""jet"", ""train""]",pattern,"[""gear"", ""hive""]",0,2,485,10,1.0,0.0,270,"[""gear"", ""hive""]","{""gear"": ""Visually Non-Salient"", ""hive"": ""Visually Non-Salient""}"
"[""farmer"", ""shrubs"", ""weld"", ""scales"", ""haystack"", ""alligator"", ""tusk"", ""beach"", ""gal"", ""clown"", ""downstream"", ""yellow""]",Predator,"[""alligator"", ""clown""]",67,2,486,12,1.0,0.0,271,"[""alligator"", ""yellow""]","{""alligator"": ""Non Visual, Concept Related"", ""clown"": ""Visually Non-Salient""}"
"[""farmer"", ""shrubs"", ""weld"", ""scales"", ""haystack"", ""alligator"", ""tusk"", ""beach"", ""gal"", ""clown"", ""downstream"", ""yellow""]",Wading,"[""farmer"", ""beach""]",67,2,487,12,1.0,0.0,272,"[""alligator"", ""yellow""]","{""beach"": ""Non Visual, Concept Related"", ""farmer"": ""Visually Non-Salient""}"
"[""farmer"", ""shrubs"", ""weld"", ""scales"", ""haystack"", ""alligator"", ""tusk"", ""beach"", ""gal"", ""clown"", ""downstream"", ""yellow""]",phobias,"[""alligator"", ""clown""]",67,2,488,12,1.0,0.0,273,"[""yellow"", ""clown""]","{""alligator"": ""Visually Non-Salient"", ""clown"": ""Non Visual, Concept Related""}"
"[""farmer"", ""shrubs"", ""weld"", ""scales"", ""haystack"", ""alligator"", ""tusk"", ""beach"", ""gal"", ""clown"", ""downstream"", ""yellow""]",flee,"[""alligator"", ""clown""]",67,2,489,12,1.0,0.0,274,"[""yellow"", ""alligator""]","{""clown"": ""Visually Non-Salient"", ""alligator"": ""Non Visual, Concept Related""}"
"[""pulp"", ""scuba"", ""silver"", ""fried"", ""ravens"", ""steward"", ""spice"", ""axe"", ""land"", ""cod"", ""university"", ""kitchen""]",flavor,"[""fried"", ""spice""]",67,2,492,12,1.0,0.0,275,"[""spice"", ""pulp""]","{""fried"": ""Non Visual, Concept Related"", ""spice"": ""Non Visual, Concept Related""}"
"[""pulp"", ""scuba"", ""silver"", ""fried"", ""ravens"", ""steward"", ""spice"", ""axe"", ""land"", ""cod"", ""university"", ""kitchen""]",bubbles,"[""scuba"", ""cod""]",67,2,493,12,1.0,0.0,276,"[""scuba"", ""cod""]","{""cod"": ""Non Visual, Concept Related"", ""scuba"": ""Non Visual, Concept Related""}"
"[""pulp"", ""scuba"", ""silver"", ""fried"", ""ravens"", ""steward"", ""spice"", ""axe"", ""land"", ""cod"", ""university"", ""kitchen""]",human,"[""scuba"", ""steward"", ""land""]",80,3,494,12,1.0,0.0,277,"[""cod"", ""axe"", ""land""]","{""scuba"": ""Visually Non-Salient"", ""land"": ""Visually Salient Object"", ""steward"": ""Visually Salient Object""}"
"[""pulp"", ""scuba"", ""silver"", ""fried"", ""ravens"", ""steward"", ""spice"", ""axe"", ""land"", ""cod"", ""university"", ""kitchen""]",elbow,"[""scuba"", ""steward"", ""land""]",80,3,495,12,1.0,0.0,278,"[""pulp"", ""axe"", ""fried""]","{""land"": ""Visually Non-Salient"", ""steward"": ""Visually Non-Salient"", ""scuba"": ""Visually Non-Salient""}"
"[""cider"", ""hummus"", ""peel"", ""bullseye"", ""tiger"", ""oregano"", ""cable"", ""poppy"", ""conditioner"", ""backpack"", ""corn"", ""hearts""]",cupid,"[""bullseye"", ""hearts""]",67,2,498,12,1.0,0.0,279,"[""hearts"", ""poppy""]","{""hearts"": ""Non Visual, Concept Related"", ""bullseye"": ""Visually Non-Salient""}"
"[""cider"", ""hummus"", ""peel"", ""bullseye"", ""tiger"", ""oregano"", ""cable"", ""poppy"", ""conditioner"", ""backpack"", ""corn"", ""hearts""]",valentine,"[""poppy"", ""hearts""]",0,2,500,12,1.0,0.0,280,"[""hearts"", ""poppy""]","{""poppy"": ""Non Visual, Concept Related"", ""hearts"": ""Non Visual, Concept Related""}"
"[""cider"", ""hummus"", ""peel"", ""bullseye"", ""tiger"", ""oregano"", ""cable"", ""poppy"", ""conditioner"", ""backpack"", ""corn"", ""hearts""]",herbs,"[""hummus"", ""oregano""]",67,2,501,12,1.0,0.0,281,"[""oregano"", ""corn""]","{""oregano"": ""Non Visual, Concept Related"", ""hummus"": ""Visually Non-Salient""}"
"[""playground"", ""limb"", ""dandruff"", ""strings"", ""acorn"", ""twins"", ""pea"", ""pulp"", ""staff"", ""blush""]",afterschool,"[""playground"", ""twins""]",100,2,505,10,1.0,0.0,283,"[""playground"", ""twins""]","{""playground"": ""Non Visual, Concept Related"", ""twins"": ""Visually Non-Salient""}"
"[""playground"", ""limb"", ""dandruff"", ""strings"", ""acorn"", ""twins"", ""pea"", ""pulp"", ""staff"", ""blush""]",Buddies,"[""playground"", ""twins""]",67,2,506,10,1.0,0.0,284,"[""twins"", ""acorn""]","{""twins"": ""Visually Non-Salient"", ""playground"": ""Visually Non-Salient""}"
"[""playground"", ""limb"", ""dandruff"", ""strings"", ""acorn"", ""twins"", ""pea"", ""pulp"", ""staff"", ""blush""]",two,"[""limb"", ""twins""]",100,2,509,10,1.0,0.0,285,"[""staff"", ""twins""]","{""limb"": ""Counting"", ""twins"": ""Counting""}"
"[""spike"", ""bandit"", ""peanuts"", ""tupperware"", ""length"", ""gal"", ""pus"", ""singer"", ""eight"", ""trucks"", ""nebula"", ""kitchen""]",sweatshop,"[""length"", ""singer""]",0,2,511,12,1.0,0.0,286,"[""singer"", ""length""]","{""length"": ""Non Visual, Concept Related"", ""singer"": ""Non Visual, Concept Related""}"
"[""spike"", ""bandit"", ""peanuts"", ""tupperware"", ""length"", ""gal"", ""pus"", ""singer"", ""eight"", ""trucks"", ""nebula"", ""kitchen""]",beauty,"[""gal"", ""nebula""]",0,2,515,12,1.0,0.0,287,"[""nebula"", ""spike""]","{""gal"": ""Visually Non-Salient"", ""nebula"": ""Non Visual, Concept Related""}"
"[""bin"", ""frown"", ""poet"", ""sheet"", ""gymnast"", ""tractor"", ""tribe"", ""mortar"", ""mall"", ""spreadsheet""]",goatee,"[""poet"", ""tribe""]",100,2,519,10,1.0,0.0,288,"[""frown"", ""poet""]","{""poet"": ""Visually Non-Salient"", ""tribe"": ""Visually Non-Salient""}"
"[""bin"", ""frown"", ""poet"", ""sheet"", ""gymnast"", ""tractor"", ""tribe"", ""mortar"", ""mall"", ""spreadsheet""]",male,"[""frown"", ""poet"", ""tribe""]",50,3,521,10,1.0,0.0,290,"[""frown"", ""bin"", ""poet""]","{""tribe"": ""Visually Non-Salient"", ""poet"": ""Visually Salient Object"", ""frown"": ""Visually Salient Object""}"
"[""cemetery"", ""hurricane"", ""port"", ""neck"", ""icy"", ""wash"", ""toothpaste"", ""survey"", ""steakhouse"", ""cane"", ""concert"", ""aluminum""]",zombies,"[""cemetery"", ""neck""]",0,2,522,12,1.0,0.0,291,"[""cane"", ""neck""]","{""cemetery"": ""Non Visual, Concept Related"", ""neck"": ""Non Visual, Concept Related""}"
"[""cemetery"", ""hurricane"", ""port"", ""neck"", ""icy"", ""wash"", ""toothpaste"", ""survey"", ""steakhouse"", ""cane"", ""concert"", ""aluminum""]",bathroom,"[""wash"", ""toothpaste""]",100,2,524,12,1.0,0.0,292,"[""cane"", ""toothpaste""]","{""wash"": ""Non Visual, Concept Related"", ""toothpaste"": ""Non Visual, Concept Related""}"
"[""hare"", ""fence"", ""burlap"", ""thicket"", ""person"", ""float"", ""plumber"", ""chick"", ""beard"", ""fox""]",listen,"[""hare"", ""fox""]",100,2,528,10,1.0,0.0,294,"[""burlap"", ""beard""]","{""fox"": ""Visually Non-Salient"", ""hare"": ""Visually Salient Activity""}"
"[""hare"", ""fence"", ""burlap"", ""thicket"", ""person"", ""float"", ""plumber"", ""chick"", ""beard"", ""fox""]",alert,"[""hare"", ""fox""]",67,2,529,10,1.0,0.0,295,"[""fox"", ""chick""]","{""fox"": ""Visually Non-Salient"", ""hare"": ""Visually Non-Salient""}"
"[""hare"", ""fence"", ""burlap"", ""thicket"", ""person"", ""float"", ""plumber"", ""chick"", ""beard"", ""fox""]",perked,"[""hare"", ""fox""]",67,2,530,10,1.0,0.0,296,"[""chick"", ""fox""]","{""hare"": ""Non Visual, Concept Related"", ""fox"": ""Visually Non-Salient""}"
"[""hare"", ""fence"", ""burlap"", ""thicket"", ""person"", ""float"", ""plumber"", ""chick"", ""beard"", ""fox""]",herbivores,"[""hare"", ""chick""]",67,2,531,10,1.0,0.0,297,"[""hare"", ""chick""]","{""hare"": ""Non Visual, Concept Related"", ""chick"": ""Non Visual, Concept Related""}"
"[""hare"", ""fence"", ""burlap"", ""thicket"", ""person"", ""float"", ""plumber"", ""chick"", ""beard"", ""fox""]",cloth,"[""burlap"", ""person"", ""plumber"", ""beard""]",86,4,532,10,1.0,0.0,298,"[""burlap"", ""chick"", ""fox"", ""fence""]","{""beard"": ""Visually Non-Salient"", ""plumber"": ""Visually Non-Salient"", ""burlap"": ""Non Visual, Concept Related"", ""person"": ""Visually Non-Salient""}"
"[""hare"", ""fence"", ""burlap"", ""thicket"", ""person"", ""float"", ""plumber"", ""chick"", ""beard"", ""fox""]",round,"[""thicket"", ""float"", ""chick""]",50,3,533,10,1.0,0.0,299,"[""burlap"", ""chick"", ""fox""]","{""chick"": ""Visually Non-Salient"", ""float"": ""Visually Non-Salient"", ""thicket"": ""Visually Non-Salient""}"
"[""eating"", ""stuffing"", ""acid"", ""wine"", ""batman"", ""card"", ""uncle"", ""cliff"", ""trucks"", ""orange""]",hair,"[""eating"", ""acid"", ""uncle""]",80,3,536,10,0.83,0.24,300,"[""orange"", ""cliff"", ""wine""]","{""acid"": ""Visually Non-Salient"", ""uncle"": ""Visually Non-Salient"", ""eating"": ""Visually Non-Salient""}"
"[""willow"", ""cartoon"", ""university"", ""pedal"", ""desert"", ""novel"", ""origami"", ""burn"", ""violin"", ""stick""]",papercut,"[""novel"", ""origami""]",67,2,542,10,1.0,0.0,302,"[""burn"", ""cartoon""]","{""novel"": ""Non Visual, Concept Related"", ""origami"": ""Visually Non-Salient""}"
"[""willow"", ""cartoon"", ""university"", ""pedal"", ""desert"", ""novel"", ""origami"", ""burn"", ""violin"", ""stick""]",creative,"[""novel"", ""origami"", ""violin""]",80,3,544,10,0.83,0.24,303,"[""origami"", ""cartoon"", ""stick""]","{""novel"": ""Non Visual, Concept Related"", ""origami"": ""Non Visual, Concept Related"", ""violin"": ""Non Visual, Concept Related""}"
"[""willow"", ""cartoon"", ""university"", ""pedal"", ""desert"", ""novel"", ""origami"", ""burn"", ""violin"", ""stick""]",space,"[""cartoon"", ""university"", ""desert""]",80,3,545,10,1.0,0.0,304,"[""cartoon"", ""desert"", ""stick""]","{""university"": ""Visually Non-Salient"", ""cartoon"": ""Non Visual, Concept Related"", ""desert"": ""Non Visual, Concept Related""}"
"[""ipod"", ""chrome"", ""road"", ""website"", ""typewriter"", ""postbox"", ""pen"", ""guacamole"", ""key"", ""elephant"", ""shampoo"", ""deer""]",hunt,"[""elephant"", ""deer""]",0,2,546,12,1.0,0.0,305,"[""deer"", ""elephant""]","{""elephant"": ""Non Visual, Concept Related"", ""deer"": ""Non Visual, Concept Related""}"
"[""ipod"", ""chrome"", ""road"", ""website"", ""typewriter"", ""postbox"", ""pen"", ""guacamole"", ""key"", ""elephant"", ""shampoo"", ""deer""]",trophy,"[""elephant"", ""deer""]",67,2,549,12,1.0,0.0,306,"[""deer"", ""elephant""]","{""deer"": ""Non Visual, Concept Related"", ""elephant"": ""Non Visual, Concept Related""}"
"[""ipod"", ""chrome"", ""road"", ""website"", ""typewriter"", ""postbox"", ""pen"", ""guacamole"", ""key"", ""elephant"", ""shampoo"", ""deer""]",wild,"[""elephant"", ""deer""]",67,2,550,12,1.0,0.0,307,"[""deer"", ""elephant""]","{""deer"": ""Non Visual, Concept Related"", ""elephant"": ""Non Visual, Concept Related""}"
"[""ipod"", ""chrome"", ""road"", ""website"", ""typewriter"", ""postbox"", ""pen"", ""guacamole"", ""key"", ""elephant"", ""shampoo"", ""deer""]",internet,"[""ipod"", ""chrome"", ""website""]",50,3,551,12,1.0,0.0,308,"[""chrome"", ""postbox"", ""typewriter""]","{""website"": ""Non Visual, Concept Related"", ""ipod"": ""Non Visual, Concept Related"", ""chrome"": ""Non Visual, Concept Related""}"
"[""captain"", ""cocaine"", ""tap"", ""file"", ""teaspoon"", ""nomad"", ""groom"", ""pet"", ""dish"", ""cheese"", ""helicopter"", ""cow""]",ktichen,"[""tap"", ""teaspoon"", ""dish"", ""cheese""]",67,4,554,12,1.0,0.0,309,"[""teaspoon"", ""cow"", ""tap"", ""groom""]","{""teaspoon"": ""Non Visual, Concept Related"", ""cheese"": ""Non Visual, Concept Related"", ""tap"": ""Non Visual, Concept Related"", ""dish"": ""Non Visual, Concept Related""}"
"[""captain"", ""cocaine"", ""tap"", ""file"", ""teaspoon"", ""nomad"", ""groom"", ""pet"", ""dish"", ""cheese"", ""helicopter"", ""cow""]",Surrounded,"[""groom"", ""pet""]",0,2,556,12,1.0,0.0,310,"[""pet"", ""groom""]","{""groom"": ""Visually Non-Salient"", ""pet"": ""Visually Non-Salient""}"
"[""captain"", ""cocaine"", ""tap"", ""file"", ""teaspoon"", ""nomad"", ""groom"", ""pet"", ""dish"", ""cheese"", ""helicopter"", ""cow""]",many,"[""file"", ""groom"", ""pet""]",50,3,557,12,1.0,0.0,311,"[""teaspoon"", ""cow"", ""cheese""]","{""file"": ""Counting"", ""groom"": ""Counting"", ""pet"": ""Counting""}"
"[""throw up"", ""whirlwind"", ""trailer"", ""hand"", ""steeple"", ""army"", ""scissors"", ""diner"", ""ramp"", ""opera"", ""spinach"", ""smirk""]",outfit,"[""army"", ""opera""]",100,2,558,12,1.0,0.0,312,"[""scissors"", ""hand""]","{""opera"": ""Visually Non-Salient"", ""army"": ""Visually Non-Salient""}"
"[""sneezing"", ""caravan"", ""medicine"", ""drums"", ""troll"", ""clam"", ""witness"", ""cupcake"", ""army"", ""hallway""]",diabetes,"[""medicine"", ""cupcake""]",67,2,566,10,1.0,0.0,315,"[""cupcake"", ""medicine""]","{""cupcake"": ""Non Visual, Concept Related"", ""medicine"": ""Non Visual, Concept Related""}"
"[""sneezing"", ""caravan"", ""medicine"", ""drums"", ""troll"", ""clam"", ""witness"", ""cupcake"", ""army"", ""hallway""]",American,"[""witness"", ""army""]",67,2,567,10,1.0,0.0,316,"[""army"", ""troll""]","{""army"": ""Visually Non-Salient"", ""witness"": ""Visually Non-Salient""}"
"[""sneezing"", ""caravan"", ""medicine"", ""drums"", ""troll"", ""clam"", ""witness"", ""cupcake"", ""army"", ""hallway""]",ill,"[""sneezing"", ""medicine""]",67,2,568,10,1.0,0.0,317,"[""sneezing"", ""troll""]","{""sneezing"": ""Non Visual, Concept Related"", ""medicine"": ""Non Visual, Concept Related""}"
"[""sneezing"", ""caravan"", ""medicine"", ""drums"", ""troll"", ""clam"", ""witness"", ""cupcake"", ""army"", ""hallway""]",human,"[""sneezing"", ""witness"", ""army""]",80,3,569,10,1.0,0.0,318,"[""troll"", ""drums"", ""caravan""]","{""witness"": ""Visually Salient Object"", ""sneezing"": ""Visually Salient Object"", ""army"": ""Visually Non-Salient""}"
"[""hand"", ""scissors"", ""dive"", ""gin"", ""primary school"", ""reporter"", ""referee"", ""artist"", ""heart"", ""peak"", ""hostage"", ""bog""]",punish,"[""referee"", ""hostage""]",67,2,570,12,1.0,0.0,319,"[""hostage"", ""reporter""]","{""hostage"": ""Non Visual, Concept Related"", ""referee"": ""Visually Salient Activity""}"
"[""bathroom"", ""captain"", ""float"", ""eyebrow"", ""gun"", ""flock"", ""rub"", ""banana"", ""apartment"", ""socket""]",avenge,"[""captain"", ""gun""]",67,2,577,10,1.0,0.0,320,"[""captain"", ""banana""]","{""gun"": ""Visually Non-Salient"", ""captain"": ""Non Visual, Concept Related""}"
"[""bathroom"", ""captain"", ""float"", ""eyebrow"", ""gun"", ""flock"", ""rub"", ""banana"", ""apartment"", ""socket""]",conflict,"[""captain"", ""gun""]",100,2,578,10,1.0,0.0,321,"[""banana"", ""gun""]","{""captain"": ""Non Visual, Concept Related"", ""gun"": ""Non Visual, Concept Related""}"
"[""warrior"", ""piercing"", ""scalpel"", ""coconut"", ""weeping"", ""dancing"", ""anvil"", ""crushed"", ""oats"", ""kitten""]",danglies,"[""piercing"", ""weeping""]",100,2,583,10,1.0,0.0,322,"[""weeping"", ""oats""]","{""piercing"": ""Visually Non-Salient"", ""weeping"": ""Visually Non-Salient""}"
"[""warrior"", ""piercing"", ""scalpel"", ""coconut"", ""weeping"", ""dancing"", ""anvil"", ""crushed"", ""oats"", ""kitten""]",outdoor,"[""weeping"", ""anvil""]",0,2,585,10,1.0,0.0,323,"[""weeping"", ""anvil""]","{""anvil"": ""Visually Non-Salient"", ""weeping"": ""Non Visual, Concept Related""}"
"[""warrior"", ""piercing"", ""scalpel"", ""coconut"", ""weeping"", ""dancing"", ""anvil"", ""crushed"", ""oats"", ""kitten""]",prick,"[""piercing"", ""scalpel""]",100,2,586,10,1.0,0.0,324,"[""weeping"", ""coconut""]","{""piercing"": ""Visually Non-Salient"", ""scalpel"": ""Non Visual, Concept Related""}"
"[""warrior"", ""piercing"", ""scalpel"", ""coconut"", ""weeping"", ""dancing"", ""anvil"", ""crushed"", ""oats"", ""kitten""]",crack,"[""coconut"", ""anvil""]",67,2,587,10,1.0,0.0,325,"[""coconut"", ""weeping""]","{""coconut"": ""Non Visual, Concept Related"", ""anvil"": ""Non Visual, Concept Related""}"
"[""temple"", ""hoodie"", ""rainbow"", ""teenager"", ""stock"", ""bog"", ""high school"", ""snap"", ""alarm"", ""tick""]",human,"[""hoodie"", ""teenager""]",67,2,588,10,1.0,0.0,326,"[""hoodie"", ""tick""]","{""hoodie"": ""Visually Salient Object"", ""teenager"": ""Visually Non-Salient""}"
"[""pollen"", ""spades"", ""nectar"", ""spasm"", ""scanner"", ""wheelchair"", ""trumpet"", ""mark"", ""executioner"", ""rinse"", ""sibling"", ""bump""]",joke,"[""mark"", ""sibling""]",100,2,594,12,1.0,0.0,328,"[""spades"", ""bump""]","{""sibling"": ""Visually Non-Salient"", ""mark"": ""Visually Non-Salient""}"
"[""pollen"", ""spades"", ""nectar"", ""spasm"", ""scanner"", ""wheelchair"", ""trumpet"", ""mark"", ""executioner"", ""rinse"", ""sibling"", ""bump""]",smile,"[""mark"", ""sibling""]",67,2,599,12,1.0,0.0,329,"[""mark"", ""spades""]","{""mark"": ""Visually Salient Activity"", ""sibling"": ""Visually Non-Salient""}"
"[""chili"", ""gold"", ""painter"", ""butler"", ""miner"", ""graph"", ""pager"", ""bride"", ""fast food"", ""shake""]",formal,"[""butler"", ""bride""]",67,2,3,10,1.0,0.0,330,"[""bride"", ""butler""]","{""butler"": ""Visually Non-Salient"", ""bride"": ""Non Visual, Concept Related""}"
"[""chili"", ""gold"", ""painter"", ""butler"", ""miner"", ""graph"", ""pager"", ""bride"", ""fast food"", ""shake""]",jewelry,"[""gold"", ""bride""]",0,2,5,10,1.0,0.0,331,"[""bride"", ""gold""]","{""gold"": ""Non Visual, Concept Related"", ""bride"": ""Visually Non-Salient""}"
"[""mice"", ""swamp"", ""honk"", ""clock"", ""yellow"", ""rice"", ""notebook"", ""grass"", ""joint"", ""scale"", ""elevator"", ""tag""]",food,"[""mice"", ""rice""]",67,2,10,12,1.0,0.0,334,"[""mice"", ""rice""]","{""rice"": ""Non Visual, Concept Related"", ""mice"": ""Visually Non-Salient""}"
"[""stand"", ""falcon"", ""court"", ""smile"", ""employee"", ""stream"", ""contract"", ""stone"", ""clockwise"", ""razor"", ""quiz"", ""soak""]",lawsuit,"[""court"", ""contract""]",100,2,14,12,1.0,0.0,335,"[""court"", ""stand""]","{""court"": ""Non Visual, Concept Related"", ""contract"": ""OCR""}"
"[""stand"", ""falcon"", ""court"", ""smile"", ""employee"", ""stream"", ""contract"", ""stone"", ""clockwise"", ""razor"", ""quiz"", ""soak""]",group,"[""court"", ""employee""]",67,2,15,12,1.0,0.0,336,"[""stone"", ""stand""]","{""employee"": ""Counting"", ""court"": ""Counting""}"
"[""stand"", ""falcon"", ""court"", ""smile"", ""employee"", ""stream"", ""contract"", ""stone"", ""clockwise"", ""razor"", ""quiz"", ""soak""]",emotion,"[""smile"", ""employee"", ""quiz""]",50,3,17,12,1.0,0.0,337,"[""smile"", ""stone"", ""quiz""]","{""employee"": ""Visually Non-Salient"", ""quiz"": ""Visually Non-Salient"", ""smile"": ""Non Visual, Concept Related""}"
"[""perfume"", ""ipad"", ""strangle"", ""nun"", ""marker"", ""calf"", ""crow"", ""choir"", ""target"", ""kneel"", ""hot tub"", ""bomb""]",throttled,"[""strangle"", ""nun""]",100,2,18,12,1.0,0.0,338,"[""crow"", ""calf""]","{""strangle"": ""Visually Non-Salient"", ""nun"": ""Visually Non-Salient""}"
"[""perfume"", ""ipad"", ""strangle"", ""nun"", ""marker"", ""calf"", ""crow"", ""choir"", ""target"", ""kneel"", ""hot tub"", ""bomb""]",pray,"[""choir"", ""kneel""]",100,2,20,12,1.0,0.0,339,"[""nun"", ""kneel""]","{""choir"": ""Non Visual, Concept Related"", ""kneel"": ""Visually Non-Salient""}"
"[""perfume"", ""ipad"", ""strangle"", ""nun"", ""marker"", ""calf"", ""crow"", ""choir"", ""target"", ""kneel"", ""hot tub"", ""bomb""]",gotcha,"[""target"", ""bomb""]",100,2,21,12,1.0,0.0,340,"[""crow"", ""calf""]","{""bomb"": ""Visually Non-Salient"", ""target"": ""Visually Non-Salient""}"
"[""bacteria"", ""arms"", ""shower"", ""wax"", ""country"", ""bouquet"", ""stairs"", ""prison"", ""armor"", ""bench"", ""hot tub"", ""chowder""]",arm,"[""arms"", ""prison"", ""armor""]",50,3,31,12,1.0,0.0,344,"[""arms"", ""armor"", ""bench""]","{""armor"": ""Visually Non-Salient"", ""prison"": ""Visually Non-Salient"", ""arms"": ""Visually Non-Salient""}"
"[""bacteria"", ""arms"", ""shower"", ""wax"", ""country"", ""bouquet"", ""stairs"", ""prison"", ""armor"", ""bench"", ""hot tub"", ""chowder""]",stained,"[""stairs"", ""bench""]",67,2,35,12,1.0,0.0,346,"[""arms"", ""bench""]","{""bench"": ""Non Visual, Concept Related"", ""stairs"": ""Visually Non-Salient""}"
"[""lava"", ""ipad"", ""porridge"", ""gondola"", ""microscope"", ""climb"", ""artery"", ""couch"", ""tsunami"", ""feed"", ""ski"", ""stroke""]",water,"[""gondola"", ""tsunami""]",67,2,36,12,0.83,0.24,347,"[""tsunami"", ""gondola""]","{""gondola"": ""Visually Salient Object"", ""tsunami"": ""Visually Salient Object""}"
"[""lava"", ""ipad"", ""porridge"", ""gondola"", ""microscope"", ""climb"", ""artery"", ""couch"", ""tsunami"", ""feed"", ""ski"", ""stroke""]",ocean,"[""gondola"", ""tsunami""]",67,2,37,12,1.0,0.0,348,"[""tsunami"", ""feed""]","{""tsunami"": ""Visually Salient Object"", ""gondola"": ""Visually Non-Salient""}"
"[""lava"", ""ipad"", ""porridge"", ""gondola"", ""microscope"", ""climb"", ""artery"", ""couch"", ""tsunami"", ""feed"", ""ski"", ""stroke""]",steer,"[""gondola"", ""ski""]",100,2,38,12,1.0,0.0,349,"[""artery"", ""couch""]","{""gondola"": ""Visually Non-Salient"", ""ski"": ""Visually Salient Activity""}"
"[""lava"", ""ipad"", ""porridge"", ""gondola"", ""microscope"", ""climb"", ""artery"", ""couch"", ""tsunami"", ""feed"", ""ski"", ""stroke""]",bank,"[""tsunami"", ""ski""]",67,2,39,12,1.0,0.0,350,"[""gondola"", ""tsunami""]","{""tsunami"": ""Visually Non-Salient"", ""ski"": ""Visually Non-Salient""}"
"[""lava"", ""ipad"", ""porridge"", ""gondola"", ""microscope"", ""climb"", ""artery"", ""couch"", ""tsunami"", ""feed"", ""ski"", ""stroke""]",hold,"[""climb"", ""artery""]",67,2,40,12,1.0,0.0,351,"[""climb"", ""artery""]","{""climb"": ""Visually Salient Activity"", ""artery"": ""Non Visual, Concept Related""}"
"[""lava"", ""ipad"", ""porridge"", ""gondola"", ""microscope"", ""climb"", ""artery"", ""couch"", ""tsunami"", ""feed"", ""ski"", ""stroke""]",relax,"[""gondola"", ""couch""]",100,2,41,12,1.0,0.0,352,"[""couch"", ""tsunami""]","{""gondola"": ""Non Visual, Concept Related"", ""couch"": ""Non Visual, Concept Related""}"
"[""itunes"", ""sweater"", ""mop"", ""biscuit"", ""poker"", ""sphinx"", ""witness"", ""laboratory"", ""seafood"", ""dad""]",South,"[""biscuit"", ""seafood""]",100,2,48,10,1.0,0.0,355,"[""dad"", ""biscuit""]","{""biscuit"": ""Non Visual, Concept Related"", ""seafood"": ""Visually Non-Salient""}"
"[""itunes"", ""sweater"", ""mop"", ""biscuit"", ""poker"", ""sphinx"", ""witness"", ""laboratory"", ""seafood"", ""dad""]",male,"[""witness"", ""laboratory"", ""dad""]",80,3,51,10,1.0,0.0,356,"[""dad"", ""seafood"", ""sphinx""]","{""witness"": ""Non Visual, Concept Related"", ""dad"": ""Visually Salient Object"", ""laboratory"": ""Visually Non-Salient""}"
"[""itunes"", ""sweater"", ""mop"", ""biscuit"", ""poker"", ""sphinx"", ""witness"", ""laboratory"", ""seafood"", ""dad""]",play,"[""itunes"", ""poker""]",67,2,53,10,0.83,0.24,357,"[""witness"", ""dad""]","{""itunes"": ""Visually Non-Salient"", ""poker"": ""Non Visual, Concept Related""}"
"[""snack"", ""magazine"", ""railroad"", ""scale"", ""grease"", ""outdoors"", ""log"", ""phlegm"", ""dictionary"", ""picture""]",sepia,"[""railroad"", ""picture""]",67,2,55,10,1.0,0.0,358,"[""railroad"", ""picture""]","{""picture"": ""Colors"", ""railroad"": ""Colors""}"
"[""snack"", ""magazine"", ""railroad"", ""scale"", ""grease"", ""outdoors"", ""log"", ""phlegm"", ""dictionary"", ""picture""]",clothes,"[""magazine"", ""grease"", ""outdoors""]",50,3,59,10,1.0,0.0,359,"[""magazine"", ""snack"", ""log""]","{""outdoors"": ""Visually Non-Salient"", ""grease"": ""Visually Non-Salient"", ""magazine"": ""Visually Non-Salient""}"
"[""leaf"", ""valve"", ""money"", ""punch"", ""whiskers"", ""radio"", ""sap"", ""gel"", ""diarrhea"", ""tear""]",painful,"[""diarrhea"", ""tear""]",67,2,62,10,1.0,0.0,360,"[""tear"", ""money""]","{""tear"": ""Non Visual, Concept Related"", ""diarrhea"": ""Visually Non-Salient""}"
"[""leaf"", ""valve"", ""money"", ""punch"", ""whiskers"", ""radio"", ""sap"", ""gel"", ""diarrhea"", ""tear""]",ruffage,"[""leaf"", ""diarrhea""]",67,2,63,10,1.0,0.0,361,"[""whiskers"", ""leaf""]","{""diarrhea"": ""Non Visual, Concept Related"", ""leaf"": ""Non Visual, Concept Related""}"
"[""adult"", ""check"", ""laugh"", ""badge"", ""chief"", ""standing"", ""aquarium"", ""handshake"", ""squash"", ""sand"", ""ebay"", ""bell""]",dirty,"[""adult"", ""squash""]",100,2,66,12,1.0,0.0,362,"[""laugh"", ""bell""]","{""squash"": ""Visually Non-Salient"", ""adult"": ""OCR""}"
